1e541df0-0b65-4e81-a64b-85bb309634fe,Preparing the Venue,Planning and Setting Up Suitable Venue for Each Activity,2023-10-24T09:00,2023-10-26T18:00,442b31e3-3164-457e-a000-51540b0233fa
0592ebb7-e573-4ead-86f6-b8f15a50b375,Ensuring Neatness and Orderliness,Maintaining Tidiness in Zone A,2023-10-27T16:00,2023-10-27T22:00,442b31e3-3164-457e-a000-51540b0233fa
2ac814bf-7ac6-4bf1-8d31-07aa17a816dd,Ensuring Neatness and Orderliness,Maintaining Tidiness in Zone B,2023-10-27T16:00,2023-10-27T22:00,442b31e3-3164-457e-a000-51540b0233fa
510916be-a969-4ad8-bf36-fafa333fb297,Ensuring Neatness and Orderliness,Maintaining Tidiness in Zone C,2023-10-27T16:00,2023-10-27T22:00,442b31e3-3164-457e-a000-51540b0233fa
104bb8b9-31a3-4c7d-960d-387cde36fd4e,Kindergarten,Basic First Aid Care for Event Participants,2023-10-27T16:00,2023-10-27T22:00,442b31e3-3164-457e-a000-51540b0233fa
6e717de3-0b39-40ab-b9eb-f3557714e698,Ensuring Neatness and Orderliness,Maintaining Tidiness in Zone A,2023-10-21T10:00,2023-10-21T17:00,0d4597b4-6e1b-4047-9f5e-2233b27ec42f
95d7ead4-e386-45c9-88fc-4fcd417dbf45,Ensuring Neatness and Orderliness,Maintaining Tidiness in Zone B,2023-10-21T17:00,2023-10-21T20:00,0d4597b4-6e1b-4047-9f5e-2233b27ec42f
5324c62f-5781-4311-8620-0794572bd8fd,Kindergarten,Basic First Aid Care for Event Participants,2023-10-21T17:00,2023-10-21T20:00,0d4597b4-6e1b-4047-9f5e-2233b27ec42f
ad7b000c-a38e-4c59-9991-64c96c36696b,Service,Snack and Beverage Service for Event Participants,2023-10-21T15:30,2023-10-21T16:00,0d4597b4-6e1b-4047-9f5e-2233b27ec42f
1de43fa7-8121-4da1-9ddd-ffa1081f4805,Distribute Souvenirs,Distribute Souvenirs to Event Participants,2023-10-21T16:30,2023-10-21T17:00,0d4597b4-6e1b-4047-9f5e-2233b27ec42f
9be4da88-05b8-408e-97a5-8b23362795b7,Arrange the Venue,Prepare the Event Venue on the 20th to Be Neat and Tidy,2023-10-19T10:00,2023-10-20T18:00,d5c93cca-22d0-4172-9965-516975a90702
3ab3f1c6-e5b4-4e2b-a88d-5fc652c1a8a5,Clear the Venue,Clear the Venue to Neatness by the 23rd,2023-10-22T10:00,2023-10-23T17:00,d5c93cca-22d0-4172-9965-516975a90702
59619a49-ffff-466a-bd5d-0ac8cda62433,Clearing the Venue,Tidying Up the Event Venue,2023-10-27T22:00,2023-10-29T18:00,442b31e3-3164-457e-a000-51540b0233fa
94783523-198c-4e81-b5d0-dd8eeff0c11d,wine,Check the integrity of the wine to prepare to serve guests,2023-10-12T10:00,2023-10-12T23:00,ed148b76-78bb-4bf1-9983-78e83d228660
68a16669-e5c6-44aa-9a9f-418c34ff2d67,pizza,Check the pizza for completeness. to prepare to serve guests,2023-10-12T10:00,2023-10-12T23:00,ed148b76-78bb-4bf1-9983-78e83d228660
b70a3005-378b-45aa-a196-b63b144f9e2c,beer,Check the integrity of the beer to prepare to serve guests,2023-10-12T10:00,2023-10-12T23:00,ed148b76-78bb-4bf1-9983-78e83d228660
d0bb01cf-0751-42fb-904b-79b990f130df,soft drink,Check the completeness of the soft drinks to prepare for serving to guests.,2023-10-12T10:00,2023-10-12T23:00,ed148b76-78bb-4bf1-9983-78e83d228660
c6bafc1b-ea9f-43ac-b5d9-5483d084afd7,Spaghetti,Check the completeness of Spaghetti ready to serve to guests,2023-10-12T10:00,2023-10-12T23:00,ed148b76-78bb-4bf1-9983-78e83d228660
48d6d266-7a8f-4b72-93d6-3624e8947718,Check event,Check for orderliness within the event.,2023-10-19T15:00,2023-10-19T23:00,86fea857-30b6-4f48-9400-32c04454346d
ee2fc578-36cc-4efc-8f74-7992ba17abda,Prepare equipment,Prepare equipment for making tea,2023-10-19T15:00,2023-10-19T23:00,86fea857-30b6-4f48-9400-32c04454346d
126ddfce-fa6f-4a95-b5cc-7de03b7ee214,Prepare tea,Prepare tea leaves for the tea making activity.,2023-10-19T15:00,2023-10-19T23:00,86fea857-30b6-4f48-9400-32c04454346d
b74bf2d4-45f4-46ff-9233-e528d6ea69fc,Welcoming and registering for the event,Welcoming guests and registering for the event,2023-10-19T16:00,2023-10-19T23:00,86fea857-30b6-4f48-9400-32c04454346d
94f05dbb-e280-420e-842f-57bf963e56e2,answer questions,Answer questions from guests at the event.,2023-10-19T18:00,2023-10-19T23:00,86fea857-30b6-4f48-9400-32c04454346d
40d5b21f-61c0-43e2-8f87-25bb6e953681,Check The Next,Check for completeness in The next zone.,2023-10-04T08:00,2024-09-30T19:00,ef2b127c-13b8-4e50-b2e5-3aea11b8f93b
efa6dcef-2cc2-4890-833b-0beb32c606ac,Check The future,Check for completeness in The future zone.,2023-10-04T08:00,2024-09-30T19:00,ef2b127c-13b8-4e50-b2e5-3aea11b8f93b
ac822f69-8c07-4975-9466-3be594586901,Check Pop-up Zone,Check the order in the pop-up zone.,2023-10-04T08:00,2024-09-30T19:00,ef2b127c-13b8-4e50-b2e5-3aea11b8f93b
b40f88db-dbe2-447f-a098-5f33ac266b70,Register,Welcoming and registering attendees,2023-10-04T08:00,2024-09-30T19:00,ef2b127c-13b8-4e50-b2e5-3aea11b8f93b
6d4acf42-37fa-4d54-8f4c-caffa56c6227,Stationed at various points,Station at various points within the event and provide knowledge to participants.,2023-10-04T08:00,2024-09-30T19:00,ef2b127c-13b8-4e50-b2e5-3aea11b8f93b
